# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   RH,   UG
  260,19590515,   46,  139,    1,   70
  260,19590516,   46,  138,    0,   82
  260,19590517,   57,  131,    0,   85
  260,19590518,   57,  114,    0,   79
  260,19590519,   31,  122,    0,   78
  260,19590520,   41,  149,   38,   86
  260,19590521,   72,  162,    0,   74
  260,19590522,   77,  173,    0,   56
  260,19590523,   72,  156,    0,   52
  260,19590524,   51,  135,    0,   71
  260,19590525,   41,  135,    0,   73
  260,19590526,   46,  109,    0,   82
  260,19590527,   51,  106,    0,   70
  260,19590528,   41,  102,    0,   71
  260,19590529,   57,  111,   66,   82
  260,19590530,   31,  115,    0,   75
  260,19590531,   26,  126,    0,   76
  260,19590601,   46,  127,   12,   84
  260,19590602,   36,  132,    0,   72
  260,19590603,   31,  160,    0,   58
  260,19590604,   31,  197,    0,   59
  260,19590605,   46,  208,    8,   63
  260,19590606,   36,  166,    0,   79
  260,19590607,   36,  158,    0,   74
  260,19590608,   72,  137,   27,   77
  260,19590609,   57,  135,   15,   75
  260,19590610,   51,  121,    0,   75
  260,19590611,   51,  115,   15,   71
  260,19590612,   46,  124,    0,   70
  260,19590613,   67,  149,    0,   70
  260,19590614,   57,  139,    0,   73
  260,19590615,   51,  121,    0,   74
  260,19590616,   41,  132,    0,   67
  260,19590617,   51,  177,    0,   64
  260,19590618,   46,  152,    0,   69
  260,19590619,   31,  131,    0,   66
  260,19590620,   57,  149,    0,   63
  260,19590621,   46,  202,    0,   49
  260,19590622,   36,  209,    0,   54
  260,19590623,   26,  202,    0,   72
  260,19590624,   46,  222,    0,   40
  260,19590625,   57,  218,    0,   39
  260,19590626,   31,  183,   65,   77
  260,19590627,   46,  170,   41,   78
  260,19590628,   62,  165,   80,   81
  260,19590629,   57,  157,   16,   79
  260,19590630,   67,  139,   29,   89
  260,19590701,   57,  157,    4,   83
  260,19590702,   72,  178,   58,   86
  260,19590703,   57,  175,   19,   85
  260,19590704,   26,  199,    1,   74
  260,19590705,   41,  232,    0,   62
  260,19590706,   57,  192,    1,   76
  260,19590707,   26,  184,    0,   70
  260,19590708,   41,  232,    0,   55
  260,19590709,   36,  247,   19,   62
  260,19590710,   36,  219,    0,   79
  260,19590711,   62,  215,    0,   70
  260,19590712,   62,  166,    4,   73
  260,19590713,   57,  161,    8,   74
  260,19590714,   31,  140,    1,   75
  260,19590715,   31,  151,    0,   69
  260,19590716,   26,  176,    0,   62
  260,19590717,   31,  189,    0,   72
  260,19590718,   41,  240,    0,   53
  260,19590719,   51,  204,    0,   64
  260,19590720,   46,  176,    0,   72
  260,19590721,   46,  182,    0,   67
  260,19590722,   46,  180,    0,   73
  260,19590723,   51,  171,    0,   67
  260,19590724,   51,  177,    0,   71
  260,19590725,   41,  180,    0,   72
  260,19590726,   36,  195,    0,   67
  260,19590727,   31,  188,    6,   70
  260,19590728,   51,  166,   12,   72
  260,19590729,   31,  146,   81,   84
  260,19590730,   36,  146,  152,   93
  260,19590731,   41,  160,  114,   91
  260,19590801,   46,  173,    0,   79
  260,19590802,   46,  168,   11,   81
  260,19590803,   21,  140,   42,   91
  260,19590804,   21,  164,    2,   83
  260,19590805,   41,  163,    1,   87
  260,19590806,   26,  170,    0,   82
  260,19590807,   31,  180,    0,   75
  260,19590808,   41,  214,    0,   62
  260,19590809,   21,  199,   47,   83
  260,19590810,   31,  217,    7,   79
  260,19590811,   46,  174,   79,   91
  260,19590812,   46,  171,   22,   89
  260,19590813,   51,  197,    0,   76
  260,19590814,   51,  189,    9,   81
  260,19590815,   36,  159,    0,   77
  260,19590816,   41,  154,    0,   79
  260,19590817,   36,  158,    0,   73
  260,19590818,   36,  176,    0,   71
  260,19590819,   46,  217,    0,   64
  260,19590820,   57,  226,    0,   56
  260,19590821,   51,  218,   15,   63
  260,19590822,   31,  182,    0,   85
  260,19590823,   31,  177,    0,   89
  260,19590824,   31,  198,    1,   82
  260,19590825,   36,  208,    0,   85
  260,19590826,   46,  190,    1,   83
  260,19590827,   41,  150,    0,   72
  260,19590828,   51,  148,    3,   78
  260,19590829,   46,  137,    4,   74
  260,19590830,   41,  145,    3,   74
  260,19590831,   31,  149,    5,   69
  260,19590901,   41,  146,    0,   70
  260,19590902,   46,  155,    0,   60
  260,19590903,   57,  167,    0,   64
  260,19590904,   51,  168,    0,   71
  260,19590905,   46,  181,    0,   63
  260,19590906,   46,  174,    0,   70
  260,19590907,   36,  174,    0,   69
  260,19590908,   41,  180,    0,   59
  260,19590909,   41,  187,    0,   59
  260,19590910,   31,  191,    0,   59
  260,19590911,   36,  199,    0,   59
  260,19590912,   26,  188,    0,   74
  260,19590913,   46,  161,    1,   76
  260,19590914,   41,  156,    0,   64
  260,19590915,   46,  142,    0,   74
  260,19590916,   36,  134,    0,   78
  260,19590917,   41,  133,    0,   72
  260,19590918,   36,  131,    0,   78
  260,19590919,   31,  159,    0,   75
  260,19590920,   21,  141,    0,   73
  260,19590921,   41,  140,    0,   73
  260,19590922,   41,  157,   28,   79
  260,19590923,   31,  125,    0,   82
  260,19590924,   21,  138,    0,   80
  260,19590925,   36,  151,    0,   69
  260,19590926,   36,  148,    0,   80
  260,19590927,   51,  135,    1,   67
  260,19590928,   26,  118,    0,   75
  260,19590929,   57,  145,    0,   63
  260,19590930,   62,  131,    0,   47
  260,19591001,   46,  122,    0,   56
  260,19591002,   26,  145,    0,   73
  260,19591003,   36,  167,    0,   74
  260,19591004,   46,  143,    0,   83
  260,19591005,   62,  122,    0,   62
  260,19591006,   57,  110,    0,   44
  260,19591007,   41,  116,    0,   57
  260,19591008,   31,  111,    0,   70
  260,19591009,   46,  106,    0,   62
  260,19591010,   57,  140,    0,   58
  260,19591011,   36,  120,    0,   89
  260,19591012,   36,  129,    0,   86
  260,19591013,   31,  114,    0,   84
  260,19591014,   26,  137,    0,   74
  260,19591015,   51,  111,    0,   61
  260,19591016,   57,  119,    0,   54
  260,19591017,   72,  136,    0,   57
  260,19591018,   87,  133,   10,   69
  260,19591019,   57,  109,  121,   85
  260,19591020,   41,   98,    8,   83
  260,19591021,   77,   92,   18,   91
  260,19591022,   72,  127,   32,   77
  260,19591023,   46,   98,    0,   84
  260,19591024,   72,  117,    0,   82
  260,19591025,   62,  102,   51,   78
  260,19591026,   98,   91,    7,   79
  260,19591027,  129,   90,  180,   87
  260,19591028,   46,   67,   11,   82
  260,19591029,   62,   66,   10,   83
  260,19591030,   51,   74,  176,   91
  260,19591031,   51,   81,    6,   89
  260,19591101,   36,   48,    3,   93
  260,19591102,   36,   56,    1,   97
  260,19591103,   46,   61,    1,   95
  260,19591104,   36,   76,   48,   89
  260,19591105,   26,   40,    0,   90
  260,19591106,   26,   13,    2,   98
  260,19591107,   21,   15,    2,   99
  260,19591108,   31,    7,    0,   95
  260,19591109,   82,   32,   80,   91
  260,19591110,   62,   65,   54,   91
  260,19591111,   41,   36,   20,   94
  260,19591112,   26,   28,    0,   96
  260,19591113,   87,   36,   65,   92
  260,19591114,   93,   68,    3,   80
  260,19591115,   72,   65,    0,   82
  260,19591116,   41,   52,    0,   92
  260,19591117,   62,   46,    0,   90
  260,19591118,   82,   76,   43,   86
  260,19591119,   77,  101,    1,   79
  260,19591120,   67,   91,    0,   76
  260,19591121,   51,   62,    0,   83
  260,19591122,   46,   41,    2,   92
  260,19591123,   41,   53,    1,   99
  260,19591124,   51,   21,    3,  100
  260,19591125,   62,   32,    0,   98
  260,19591126,   72,   34,   10,   83
  260,19591127,   46,   67,  100,   94
  260,19591128,   67,   66,    3,   90
  260,19591129,   82,   77,    1,   83
  260,19591130,   46,   53,    5,   91
  260,19591201,   31,   33,    0,   97
  260,19591202,   36,   50,    2,   94
  260,19591203,   77,   67,    8,   90
  260,19591204,   98,   53,   28,   88
  260,19591205,   62,   52,    0,   90
  260,19591206,   82,   29,    0,   87
  260,19591207,   98,   25,    2,   82
  260,19591208,   72,   26,   42,   91
  260,19591209,   46,    4,    0,   90
  260,19591210,   57,  -18,    1,   90
  260,19591211,   67,   -6,    0,   82
  260,19591212,   41,    2,    0,   86
  260,19591213,   26,    3,    0,   86
  260,19591214,   62,   25,    4,   92
  260,19591215,   57,   13,    0,   88
  260,19591216,   72,   20,    2,   91
  260,19591217,   98,   79,   39,   90
  260,19591218,   87,   65,   31,   86
  260,19591219,   72,   53,   57,   87
  260,19591220,  113,   95,   34,   86
  260,19591221,   62,   49,    1,   86
  260,19591222,   87,   29,   73,   90
  260,19591223,   87,   56,   21,   85
  260,19591224,   72,   46,   54,   87
  260,19591225,   77,   65,   42,   90
  260,19591226,  103,   87,   89,   79
  260,19591227,  108,   67,   30,   80
  260,19591228,   72,   61,   31,   87
  260,19591229,   67,   59,   54,   89
  260,19591230,   77,   83,    0,   78
  260,19591231,   72,   79,    0,   87
  260,19600101,   77,   93,   25,   85
  260,19600102,   41,   77,    6,   90
  260,19600103,   31,   68,    1,   92
  260,19600104,   57,   67,    9,   95
  260,19600105,   67,   80,   39,   90
  260,19600106,   51,   47,   22,   88
  260,19600107,   41,   55,    1,   90
  260,19600108,   51,   38,   10,   85
  260,19600109,   62,  -25,    0,   72
  260,19600110,   41,  -34,    0,   77
  260,19600111,   41,  -15,   18,   88
  260,19600112,   26,  -53,    1,   83
  260,19600113,   21,  -67,    0,   79
  260,19600114,   57,  -38,   22,   87
  260,19600115,   41,  -65,    0,   82
  260,19600116,   36,   -7,   12,   91
  260,19600117,   41,  -18,    4,   89
  260,19600118,   77,   22,    1,   93
  260,19600119,  103,   37,   26,   84
  260,19600120,  103,   28,   18,   72
  260,19600121,   51,    9,   13,   90
  260,19600122,   72,   82,   12,   90
  260,19600123,   93,   94,   39,   80
  260,19600124,  113,  104,   47,   77
  260,19600125,   51,   71,   64,   82
  260,19600126,   31,   50,   33,   92
  260,19600127,   51,   44,    2,   91
  260,19600128,   87,   70,   38,   86
  260,19600129,   93,   42,   76,   84
  260,19600130,   41,   10,  185,   94
  260,19600131,   67,    0,   45,   91
  260,19600201,   67,   11,    0,   89
  260,19600202,   46,   39,    0,   92
  260,19600203,   82,   69,   12,   80
  260,19600204,   62,   64,  116,   84
  260,19600205,   21,   38,    0,   87
  260,19600206,   41,   23,    3,   88
  260,19600207,   46,  -35,    0,   68
  260,19600208,   36,  -25,    0,   66
  260,19600209,   36,    6,    0,   76
  260,19600210,   41,   29,   24,   96
  260,19600211,   31,   15,   24,   92
  260,19600212,   26,    7,    0,   90
  260,19600213,   31,   11,    2,   94
  260,19600214,   51,   16,    6,   91
  260,19600215,   62,   15,   53,   83
  260,19600216,   67,   18,   18,   82
  260,19600217,   46,    8,    1,   83
  260,19600218,   41,   -6,    0,   86
  260,19600219,   72,   18,    4,   85
  260,19600220,   93,   46,   35,   90
  260,19600221,   62,   39,   13,   85
  260,19600222,   41,   29,   52,   94
  260,19600223,   36,   24,    2,   97
  260,19600224,   41,   32,    0,   80
  260,19600225,   72,   45,   26,   86
  260,19600226,   46,   64,    9,   91
  260,19600227,   77,   89,   42,   85
  260,19600228,   62,  104,    0,   85
  260,19600229,   57,  115,    1,   82
  260,19600301,   82,   99,   14,   80
  260,19600302,   72,   92,   51,   91
  260,19600303,   77,   81,   31,   85
  260,19600304,   77,   64,    8,   86
  260,19600305,   36,   53,    0,   79
  260,19600306,   67,   45,    0,   72
  260,19600307,   77,    1,    0,   68
  260,19600308,   77,  -17,    0,   70
  260,19600309,   82,   33,    0,   65
  260,19600310,   57,   45,   43,   89
  260,19600311,   36,   50,    1,   84
  260,19600312,   36,   80,   49,   84
  260,19600313,   46,   90,    0,   73
  260,19600314,   57,  103,   18,   73
  260,19600315,   41,   80,    0,   81
  260,19600316,   57,   42,    0,   83
  260,19600317,   51,   30,    0,   77
  260,19600318,   26,   24,    0,   80
  260,19600319,   36,   36,    0,   75
  260,19600320,   51,   21,    0,   77
  260,19600321,   46,   27,    0,   81
  260,19600322,   41,   26,    1,   79
  260,19600323,   57,   74,    1,   61
  260,19600324,   72,   92,    0,   49
  260,19600325,   46,   70,   19,   78
  260,19600326,   26,   83,   21,   91
  260,19600327,   46,   67,    8,   92
  260,19600328,   57,   58,    0,   87
  260,19600329,   57,   58,    0,   86
  260,19600330,   46,   74,    0,   87
  260,19600331,   26,   68,    0,   90
  260,19600401,   31,   60,    1,   89
  260,19600402,   46,   81,    0,   79
  260,19600403,   87,  136,    2,   54
  260,19600404,   41,  102,    1,   79
  260,19600405,   46,  119,    0,   71
  260,19600406,   51,  151,    0,   56
  260,19600407,   36,  148,   36,   73
  260,19600408,   36,  116,  149,   92
  260,19600409,   46,  106,    4,   83
  260,19600410,   82,   95,    0,   82
  260,19600411,   77,   85,    2,   78
  260,19600412,   72,   89,    2,   70
  260,19600413,  103,  111,   12,   86
  260,19600414,   72,   90,    0,   71
  260,19600415,   62,   74,    0,   76
  260,19600416,   51,   51,   26,   80
  260,19600417,   41,   69,    9,   79
  260,19600418,   51,   73,    5,   80
  260,19600419,   67,  119,    0,   73
  260,19600420,   46,  128,    0,   74
  260,19600421,   72,   90,    0,   71
  260,19600422,   36,   87,    1,   79
  260,19600423,   62,   79,    0,   72
  260,19600424,   72,   73,    6,   75
  260,19600425,   62,   62,    0,   69
  260,19600426,   57,   68,   15,   73
  260,19600427,   67,   59,   21,   77
  260,19600428,   57,   65,    5,   74
  260,19600429,   51,   66,    0,   72
  260,19600430,   36,   63,    0,   79
  260,19600501,   46,   59,    6,   71
  260,19600502,   36,   56,    1,   75
  260,19600503,   36,   71,    0,   70
  260,19600504,   31,   96,    0,   72
  260,19600505,   26,  123,    0,   63
  260,19600506,   36,  152,    0,   61
  260,19600507,   41,  164,    0,   59
  260,19600508,   46,  172,    0,   57
  260,19600509,   62,  166,    0,   55
  260,19600510,   57,  164,    0,   59
  260,19600511,   62,  168,    0,   63
  260,19600512,   72,  175,   94,   65
  260,19600513,   46,  163,   40,   80
  260,19600514,   31,  144,    0,   74
  260,19600515,   36,  164,    3,   88
  260,19600516,   26,  149,  131,   90
  260,19600517,   26,  113,    5,   94
  260,19600518,   31,  113,    0,   90
  260,19600519,   36,  127,   43,   94
  260,19600520,   31,  128,    3,   89
  260,19600521,   36,  112,   68,   95
  260,19600522,   26,  105,    0,   83
  260,19600523,   36,  143,   26,   81
  260,19600524,   57,  120,   81,   82
  260,19600525,   26,  109,    0,   76
  260,19600526,   31,  142,    0,   74
  260,19600527,   36,  158,    0,   76
  260,19600528,   57,  142,    0,   80
  260,19600529,   62,  109,    0,   78
  260,19600530,   36,  113,    0,   76
  260,19600531,   21,  118,    0,   78
  260,19600601,   41,  129,    0,   80
  260,19600602,   46,  167,    0,   74
  260,19600603,   41,  192,    0,   59
  260,19600604,   51,  203,    0,   50
  260,19600605,   51,  214,    0,   57
  260,19600606,   36,  196,   92,   81
  260,19600607,   51,  153,   28,   70
  260,19600608,   57,  152,    2,   71
  260,19600609,   72,  157,   19,   76
  260,19600610,   57,  135,   22,   77
  260,19600611,   62,  136,    3,   90
  260,19600612,   67,  168,    0,   81
  260,19600613,   51,  142,   44,   76
  260,19600614,   57,  121,   60,   83
  260,19600615,   31,  133,   26,   78
  260,19600616,   46,  150,    2,   80
  260,19600617,   36,  191,    0,   80
  260,19600618,   31,  196,    0,   82
  260,19600619,   46,  161,    0,   74
  260,19600620,   46,  139,    0,   82
  260,19600621,   26,  140,    4,   87
  260,19600622,   26,  164,    0,   79
  260,19600623,   41,  202,    0,   71
  260,19600624,   31,  192,  168,   88
  260,19600625,   46,  217,    0,   66
  260,19600626,   67,  208,    0,   68
  260,19600627,   62,  154,    0,   77
  260,19600628,   62,  130,   43,   73
  260,19600629,   67,  110,   68,   86
  260,19600630,   57,  116,    5,   74
  260,19600701,   51,  116,    7,   75
  260,19600702,   51,  129,    0,   71
  260,19600703,   41,  119,    0,   74
  260,19600704,   31,  148,    0,   75
  260,19600705,   62,  162,   81,   89
  260,19600706,   72,  161,   15,   70
  260,19600707,   67,  152,   76,   81
  260,19600708,   31,  144,  201,   88
  260,19600709,   57,  156,   45,   79
  260,19600710,   62,  153,  108,   89
  260,19600711,   93,  162,   60,   78
  260,19600712,   51,  160,    7,   75
  260,19600713,   51,  165,    0,   76
  260,19600714,   46,  173,   30,   78
  260,19600715,   31,  149,    9,   85
  260,19600716,   36,  151,   20,   80
  260,19600717,   72,  155,   13,   85
  260,19600718,   77,  161,    7,   74
  260,19600719,   51,  162,   28,   80
  260,19600720,   41,  153,   19,   87
  260,19600721,   31,  147,    5,   80
  260,19600722,   46,  140,    1,   79
  260,19600723,   36,  138,    4,   78
  260,19600724,   26,  147,    4,   75
  260,19600725,   36,  170,    9,   87
  260,19600726,   26,  164,    0,   78
  260,19600727,   31,  154,   15,   79
  260,19600728,   51,  147,   27,   93
  260,19600729,   46,  188,    0,   83
  260,19600730,   36,  189,   18,   86
  260,19600731,   26,  164,   20,   88
  260,19600801,   36,  161,    6,   80
  260,19600802,   26,  143,   43,   83
  260,19600803,   36,  142,    1,   82
  260,19600804,   31,  163,    0,   80
  260,19600805,   36,  168,    0,   80
  260,19600806,   31,  167,    9,   85
  260,19600807,   26,  168,    1,   76
  260,19600808,   26,  170,    5,   79
  260,19600809,   31,  155,   98,   85
  260,19600810,   51,  139,  131,   91
  260,19600811,   21,  141,  118,   94
  260,19600812,   51,  137,   50,   88
  260,19600813,   36,  137,    1,   76
  260,19600814,   36,  155,    1,   75
  260,19600815,   41,  140,  150,   87
  260,19600816,   36,  143,   26,   84
  260,19600817,   31,  144,    0,   81
  260,19600818,   31,  138,   59,   88
  260,19600819,   57,  144,    8,   80
  260,19600820,   41,  143,  159,   87
  260,19600821,   36,  176,    3,   83
  260,19600822,   57,  197,   55,   80
  260,19600823,   46,  183,    2,   81
  260,19600824,   41,  189,   36,   85
  260,19600825,   31,  182,   35,   88
  260,19600826,   36,  175,  131,   89
  260,19600827,   31,  184,    0,   83
  260,19600828,   26,  160,   58,   92
  260,19600829,   46,  149,   50,   91
  260,19600830,   57,  148,  140,   89
  260,19600831,   46,  143,   20,   87
  260,19600901,   21,  135,   86,   93
  260,19600902,   36,  140,    9,   89
  260,19600903,   72,  166,   18,   89
  260,19600904,   46,  141,    5,   85
  260,19600905,   36,  125,    3,   79
  260,19600906,   36,  117,   90,   83
  260,19600907,   21,  129,    0,   83
  260,19600908,   15,  149,    0,   82
  260,19600909,   31,  146,    1,   85
  260,19600910,   26,  161,    0,   87
  260,19600911,   41,  167,    0,   78
  260,19600912,   36,  171,    0,   76
  260,19600913,   31,  152,    0,   88
  260,19600914,   36,  164,   18,   87
  260,19600915,   41,  148,   52,   90
  260,19600916,   51,  175,    3,   81
  260,19600917,   46,  133,   11,   82
  260,19600918,   41,  147,    0,   80
  260,19600919,   31,  145,   86,   91
  260,19600920,   46,  135,    3,   92
  260,19600921,   51,  125,    4,   89
  260,19600922,   46,  138,    6,   88
  260,19600923,   26,  138,    3,   90
  260,19600924,   26,  138,    0,   85
  260,19600925,   31,  131,    1,   84
  260,19600926,   31,  107,    3,   82
  260,19600927,   26,  100,    0,   78
  260,19600928,   41,   85,    0,   78
  260,19600929,   46,   92,    1,   81
  260,19600930,   57,   89,    0,   76
  260,19601001,   36,   94,   52,   91
  260,19601002,   62,  149,    1,   78
  260,19601003,   51,  155,   13,   86
  260,19601004,   57,  159,   34,   89
  260,19601005,   57,  149,    3,   81
  260,19601006,   36,  139,   12,   90
  260,19601007,   21,  125,    2,   85
  260,19601008,   31,  115,    1,   91
  260,19601009,   62,  118,   26,   85
  260,19601010,   26,  115,   27,   91
  260,19601011,   62,  106,  271,   88
  260,19601012,   77,   96,  559,   91
  260,19601013,   51,   94,  242,   88
  260,19601014,   41,   80,   14,   82
  260,19601015,   31,   72,    0,   86
  260,19601016,   41,   72,    0,   89
  260,19601017,   26,   79,   22,   89
  260,19601018,   31,   86,   40,   94
  260,19601019,   41,   84,    0,   86
  260,19601020,   57,   96,   10,   85
  260,19601021,   46,  107,   28,   86
  260,19601022,   57,  101,   26,   91
  260,19601023,   31,  110,   41,   96
  260,19601024,   41,  120,   35,   93
  260,19601025,   41,  117,    2,   89
  260,19601026,   41,  108,   59,   92
  260,19601027,   46,   93,   10,   88
  260,19601028,   41,   94,    1,   87
  260,19601029,   41,  105,  111,   85
  260,19601030,   46,  106,   97,   91
  260,19601031,   51,   97,   10,   89
  260,19601101,   93,  126,  168,   88
  260,19601102,  129,  105,   14,   76
  260,19601103,  103,  103,   92,   82
  260,19601104,   77,   93,   68,   88
  260,19601105,   57,   81,   65,   89
  260,19601106,   36,   73,   64,   89
  260,19601107,   36,   46,    6,   88
  260,19601108,   15,   16,    0,   88
  260,19601109,   51,    1,    2,   95
  260,19601110,   77,   36,   36,   90
  260,19601111,   77,   83,    0,   84
  260,19601112,   62,   88,    1,   83
  260,19601113,   46,   70,    0,   92
  260,19601114,   62,   84,    9,   93
  260,19601115,   46,   84,  103,   93
  260,19601116,   51,   69,    2,   86
  260,19601117,   77,   44,   96,   89
  260,19601118,   77,   77,   16,   82
  260,19601119,   46,   62,   42,   91
  260,19601120,   46,   68,   30,   93
  260,19601121,   72,   79,   10,   89
  260,19601122,   57,   96,    5,   88
  260,19601123,   67,   87,    4,   91
  260,19601124,   98,   87,   43,   89
  260,19601125,   77,  104,  145,   85
  260,19601126,  103,  115,   43,   85
  260,19601127,   62,   86,  113,   90
  260,19601128,   46,   47,    8,   84
  260,19601129,   46,   71,    7,   89
  260,19601130,   87,   85,    4,   84
  260,19601201,   82,   74,    0,   77
  260,19601202,   77,   77,    7,   84
  260,19601203,  123,   79,  182,   90
  260,19601204,  118,   99,  387,   81
  260,19601205,   72,   58,    4,   83
  260,19601206,   41,   47,   47,   92
  260,19601207,   36,   46,    5,   89
  260,19601208,   21,   32,    0,   94
  260,19601209,   31,   24,    0,   87
  260,19601210,   67,   15,   46,   87
  260,19601211,   41,   19,    5,   76
  260,19601212,   41,   23,    0,   86
  260,19601213,   31,   11,    0,   89
  260,19601214,   46,   -3,   44,   83
  260,19601215,   21,   -3,    0,   88
  260,19601216,   21,   13,    0,   90
  260,19601217,   31,   15,    0,   86
  260,19601218,   21,  -17,    1,   92
  260,19601219,   46,   23,   11,   91
  260,19601220,   31,   40,    0,   92
  260,19601221,   41,   40,   19,   93
  260,19601222,   41,   24,    4,   88
  260,19601223,   67,   23,    2,   87
  260,19601224,   57,   16,    0,   84
  260,19601225,   77,   39,    0,   93
  260,19601226,  108,   62,   29,   90
  260,19601227,   67,   29,    0,   90
  260,19601228,   62,    4,    3,   91
  260,19601229,   51,    1,    0,   87
  260,19601230,   72,   17,   44,   93
  260,19601231,   51,   35,   13,   97
  260,19610101,   41,   26,    1,   92
  260,19610102,   57,   44,   65,   89
  260,19610103,   57,   55,   44,   85
  260,19610104,   62,   38,   68,   93
  260,19610105,   46,   43,    2,   84
  260,19610106,   67,   39,  125,   91
  260,19610107,   26,   42,   15,   90
  260,19610108,   41,   48,   52,   91
  260,19610109,   26,   36,    6,   93
  260,19610110,   36,   49,   77,   95
  260,19610111,   15,   11,    0,   91
  260,19610112,   21,   -3,    0,   92
  260,19610113,   46,   38,    3,   93
  260,19610114,   41,   44,    8,   91
  260,19610115,   57,   17,    0,   90
  260,19610116,   41,   -8,    4,   88
  260,19610117,   36,  -19,    1,   92
  260,19610118,   41,  -22,    0,   94
  260,19610119,   41,  -19,    0,   89
  260,19610120,   36,   20,   17,   97
  260,19610121,   41,   37,  143,   98
  260,19610122,   26,   24,   10,   93
  260,19610123,   26,   12,    0,   93
  260,19610124,   41,  -28,    0,   87
  260,19610125,   67,  -42,    0,   77
  260,19610126,   36,  -72,    0,   77
  260,19610127,   57,  -29,   20,   88
  260,19610128,   62,   26,   97,   96
  260,19610129,  103,   70,   32,   89
  260,19610130,   62,   76,  206,   92
  260,19610131,   57,   63,    9,   88
  260,19610201,   67,   48,   19,   85
  260,19610202,   21,   27,   52,   95
  260,19610203,   21,   27,   29,   94
  260,19610204,   57,   25,   54,   90
  260,19610205,   36,   17,   12,   96
  260,19610206,   82,   81,    3,   84
  260,19610207,   72,   65,    2,   81
  260,19610208,   57,   64,   34,   95
  260,19610209,   67,   83,   16,   87
  260,19610210,   46,   59,    1,   92
  260,19610211,   62,   85,   44,   90
  260,19610212,   41,   74,    2,   87
  260,19610213,   36,   81,    0,   90
  260,19610214,   21,   83,    0,   89
  260,19610215,   10,   72,    0,   91
  260,19610216,   10,   44,    3,  100
  260,19610217,   26,   78,    2,   83
  260,19610218,   26,   62,    0,   94
  260,19610219,   21,   75,    0,   91
  260,19610220,   21,   43,    0,  100
  260,19610221,   26,   43,    0,   96
  260,19610222,   36,   50,    0,   85
  260,19610223,   36,   53,   33,   87
  260,19610224,   36,   74,   11,   92
  260,19610225,   46,   97,    0,   79
  260,19610226,   51,  104,    2,   84
  260,19610227,   31,   89,  104,   87
  260,19610228,   46,   55,  198,   91
  260,19610301,   26,   57,    0,   87
  260,19610302,   46,   69,   10,   88
  260,19610303,   21,   63,    0,   79
  260,19610304,   21,   62,    1,   85
  260,19610305,   10,   57,    1,   82
  260,19610306,    5,   66,    1,   79
  260,19610307,   10,   67,    0,   90
  260,19610308,    5,   37,    3,  100
  260,19610309,   15,   70,    2,   87
  260,19610310,   31,   95,    0,   84
  260,19610311,   31,   83,    0,   89
  260,19610312,   67,   86,    0,   91
  260,19610313,   41,  101,    0,   89
  260,19610314,   31,   96,    0,   89
  260,19610315,   21,   73,    0,   98
  260,19610316,   15,   97,    1,   76
  260,19610317,   41,  120,    0,   74
  260,19610318,   41,   58,    8,   81
  260,19610319,   31,   36,    3,   81
  260,19610320,   62,   37,   47,   84
  260,19610321,   57,   42,   10,   75
  260,19610322,   31,   45,    8,   90
  260,19610323,   36,   82,    0,   85
  260,19610324,   26,   84,    0,   84
  260,19610325,   21,   91,    0,   77
  260,19610326,   57,   82,    7,   80
  260,19610327,   41,   44,   14,   80
  260,19610328,   41,   55,    0,   72
  260,19610329,   67,   86,   37,   86
  260,19610330,   57,   94,  146,   93
  260,19610331,   31,   65,   11,   87
  260,19610401,   41,   84,   34,   87
  260,19610402,   36,   74,  129,   94
  260,19610403,   21,   55,   30,   83
  260,19610404,   31,   62,    6,   89
  260,19610405,   46,  124,   51,   86
  260,19610406,   26,  143,    3,   83
  260,19610407,   26,  105,   39,   94
