# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# STN,YYYYMMDD,   FG,   TG,   RH,   UG
  260,19010101,     ,  -49,     ,   66
  260,19010102,     ,  -18,     ,   86
  260,19010103,     ,  -26,     ,   89
  260,19010104,     ,  -65,     ,   79
  260,19010105,     ,  -60,     ,   65
  260,19010106,     , -100,     ,   63
  260,19010107,     ,  -92,     ,   71
  260,19010108,     ,  -49,     ,   79
  260,19010109,     ,   11,     ,   76
  260,19010110,     ,   15,     ,   82
  260,19010111,     ,  -19,     ,   73
  260,19010112,     ,  -64,     ,   90
  260,19010113,     ,  -44,     ,   93
  260,19010114,     ,  -24,     ,   85
  260,19010115,     ,    7,     ,   46
  260,19010116,     ,   -4,     ,   55
  260,19010117,     ,   18,     ,   74
  260,19010118,     ,   -2,     ,   87
  260,19010119,     ,   34,     ,   92
  260,19010120,     ,   57,     ,   83
  260,19010121,     ,   72,     ,   82
  260,19010122,     ,   73,     ,   85
  260,19010123,     ,   20,     ,   97
  260,19010124,     ,   16,     ,   95
  260,19010125,     ,   58,     ,   70
  260,19010126,     ,   41,     ,   73
  260,19010127,     ,   74,     ,   81
  260,19010128,     ,   29,     ,   75
  260,19010129,     ,   -3,     ,   90
  260,19010130,     ,    7,     ,   91
  260,19010131,     ,    7,     ,   93
  260,19010201,     ,    1,     ,   93
  260,19010202,     ,   -9,     ,   93
  260,19010203,     ,  -12,     ,   92
  260,19010204,     ,  -44,     ,   97
  260,19010205,     ,  -16,     ,   91
  260,19010206,     ,  -18,     ,   82
  260,19010207,     ,  -24,     ,   86
  260,19010208,     ,   16,     ,   89
  260,19010209,     ,   20,     ,   95
  260,19010210,     ,   21,     ,   86
  260,19010211,     ,    1,     ,   79
  260,19010212,     ,  -17,     ,   93
  260,19010213,     ,  -56,     ,   75
  260,19010214,     ,  -77,     ,   87
  260,19010215,     ,  -62,     ,   88
  260,19010216,     ,   18,     ,   97
  260,19010217,     ,   -8,     ,   91
  260,19010218,     ,  -22,     ,   90
  260,19010219,     ,  -19,     ,   84
  260,19010220,     ,  -67,     ,   67
  260,19010221,     ,  -52,     ,   76
  260,19010222,     ,  -15,     ,   86
  260,19010223,     ,   16,     ,   96
  260,19010224,     ,   21,     ,   98
  260,19010225,     ,   36,     ,   98
  260,19010226,     ,   29,     ,   85
  260,19010227,     ,   44,     ,   94
  260,19010228,     ,   54,     ,   92
  260,19010301,     ,   51,     ,   96
  260,19010302,     ,   63,     ,   86
  260,19010303,     ,   64,     ,   82
  260,19010304,     ,   53,     ,   84
  260,19010305,     ,   69,     ,   94
  260,19010306,     ,   48,     ,   86
  260,19010307,     ,   41,     ,   91
  260,19010308,     ,   44,     ,   90
  260,19010309,     ,   27,     ,   88
  260,19010310,     ,   20,     ,   85
  260,19010311,     ,   23,     ,   87
  260,19010312,     ,   46,     ,   88
  260,19010313,     ,   48,     ,   81
  260,19010314,     ,   39,     ,   88
  260,19010315,     ,   57,     ,   87
  260,19010316,     ,   74,     ,   83
  260,19010317,     ,   55,     ,   93
  260,19010318,     ,   39,     ,   85
  260,19010319,     ,   36,     ,   96
  260,19010320,     ,   31,     ,   88
  260,19010321,     ,   19,     ,   76
  260,19010322,     ,   13,     ,   70
  260,19010323,     ,   23,     ,   76
  260,19010324,     ,   23,     ,   80
  260,19010325,     ,    4,     ,   79
  260,19010326,     ,  -14,     ,   78
  260,19010327,     ,  -16,     ,   95
  260,19010328,     ,  -13,     ,   80
  260,19010329,     ,   -6,     ,   80
  260,19010330,     ,   45,     ,   65
  260,19010331,     ,   81,     ,   88
  260,19010401,     ,   71,     ,   70
  260,19010402,     ,   75,     ,   62
  260,19010403,     ,  111,     ,   89
  260,19010404,     ,   84,     ,   71
  260,19010405,     ,   50,     ,   80
  260,19010406,     ,   62,     ,   85
  260,19010407,     ,   97,     ,   91
  260,19010408,     ,  103,     ,   72
  260,19010409,     ,   97,     ,   82
  260,19010410,     ,   81,     ,   77
  260,19010411,     ,   83,     ,   85
  260,19010412,     ,   65,     ,   80
  260,19010413,     ,   58,     ,   66
  260,19010414,     ,   79,     ,   78
  260,19010415,     ,   59,     ,   72
  260,19010416,     ,   46,     ,   90
  260,19010417,     ,   51,     ,   72
  260,19010418,     ,   62,     ,   75
  260,19010419,     ,   92,     ,   69
  260,19010420,     ,  127,     ,   57
  260,19010421,     ,  153,     ,   62
  260,19010422,     ,  165,     ,   48
  260,19010423,     ,  147,     ,   41
  260,19010424,     ,  132,     ,   45
  260,19010425,     ,  134,     ,   49
  260,19010426,     ,   60,     ,   57
  260,19010427,     ,   72,     ,   78
  260,19010428,     ,   97,     ,   85
  260,19010429,     ,   97,     ,   85
  260,19010430,     ,   99,     ,   84
  260,19010501,     ,   85,     ,   90
  260,19010502,     ,  116,     ,   78
  260,19010503,     ,  129,     ,   63
  260,19010504,     ,   91,     ,   83
  260,19010505,     ,   79,     ,   83
  260,19010506,     ,   91,     ,   84
  260,19010507,     ,   82,     ,   81
  260,19010508,     ,   84,     ,   72
  260,19010509,     ,   93,     ,   79
  260,19010510,     ,   96,     ,   89
  260,19010511,     ,  106,     ,   79
  260,19010512,     ,  113,     ,   83
  260,19010513,     ,  126,     ,   82
  260,19010514,     ,  138,     ,   73
  260,19010515,     ,  119,     ,   67
  260,19010516,     ,  100,     ,   88
  260,19010517,     ,   93,     ,   66
  260,19010518,     ,   82,     ,   70
  260,19010519,     ,  101,     ,   79
  260,19010520,     ,  107,     ,   74
  260,19010521,     ,  142,     ,   54
  260,19010522,     ,  143,     ,   41
  260,19010523,     ,  127,     ,   54
  260,19010524,     ,  141,     ,   66
  260,19010525,     ,  137,     ,   74
  260,19010526,     ,  166,     ,   77
  260,19010527,     ,  138,     ,   87
  260,19010528,     ,  157,     ,   69
  260,19010529,     ,  182,     ,   60
  260,19010530,     ,  181,     ,   77
  260,19010531,     ,  171,     ,   84
  260,19010601,     ,  181,     ,   81
  260,19010602,     ,  161,     ,   78
  260,19010603,     ,  156,     ,   80
  260,19010604,     ,  148,     ,   74
  260,19010605,     ,  158,     ,   69
  260,19010606,     ,  162,     ,   74
  260,19010607,     ,  133,     ,   68
  260,19010608,     ,  139,     ,   76
  260,19010609,     ,  146,     ,   78
  260,19010610,     ,  148,     ,   80
  260,19010611,     ,  126,     ,   63
  260,19010612,     ,  109,     ,   81
  260,19010613,     ,  101,     ,   69
  260,19010614,     ,  112,     ,   81
  260,19010615,     ,  116,     ,   70
  260,19010616,     ,  114,     ,   77
  260,19010617,     ,   97,     ,   87
  260,19010618,     ,   95,     ,   89
  260,19010619,     ,  122,     ,   89
  260,19010620,     ,  155,     ,   71
  260,19010621,     ,  181,     ,   75
  260,19010622,     ,  207,     ,   65
  260,19010623,     ,  178,     ,   68
  260,19010624,     ,  139,     ,   88
  260,19010625,     ,  137,     ,   85
  260,19010626,     ,  133,     ,   70
  260,19010627,     ,  137,     ,   77
  260,19010628,     ,  164,     ,   69
  260,19010629,     ,  170,     ,   71
  260,19010630,     ,  181,     ,   66
  260,19010701,     ,  154,     ,   91
  260,19010702,     ,  169,     ,   82
  260,19010703,     ,  159,     ,   90
  260,19010704,     ,  181,     ,   75
  260,19010705,     ,  157,     ,   81
  260,19010706,     ,  172,     ,   72
  260,19010707,     ,  151,     ,   76
  260,19010708,     ,  154,     ,   76
  260,19010709,     ,  170,     ,   77
  260,19010710,     ,  199,     ,   73
  260,19010711,     ,  218,     ,   54
  260,19010712,     ,  231,     ,   63
  260,19010713,     ,  210,     ,   69
  260,19010714,     ,  162,     ,   86
  260,19010715,     ,  158,     ,   82
  260,19010716,     ,  180,     ,   74
  260,19010717,     ,  190,     ,   66
  260,19010718,     ,  206,     ,   70
  260,19010719,     ,  203,     ,   62
  260,19010720,     ,  204,     ,   69
  260,19010721,     ,  207,     ,   67
  260,19010722,     ,  182,     ,   83
  260,19010723,     ,  173,     ,   72
  260,19010724,     ,  172,     ,   76
  260,19010725,     ,  172,     ,   68
  260,19010726,     ,  158,     ,   87
  260,19010727,     ,  159,     ,   82
  260,19010728,     ,  172,     ,   77
  260,19010729,     ,  188,     ,   71
  260,19010730,     ,  198,     ,   72
  260,19010731,     ,  194,     ,   76
  260,19010801,     ,  183,     ,   72
  260,19010802,     ,  179,     ,   77
  260,19010803,     ,  166,     ,   73
  260,19010804,     ,  171,     ,   71
  260,19010805,     ,  163,     ,   71
  260,19010806,     ,  142,     ,   90
  260,19010807,     ,  161,     ,   79
  260,19010808,     ,  182,     ,   82
  260,19010809,     ,  196,     ,   78
  260,19010810,     ,  215,     ,   65
  260,19010811,     ,  180,     ,   81
  260,19010812,     ,  164,     ,   79
  260,19010813,     ,  156,     ,   76
  260,19010814,     ,  180,     ,   66
  260,19010815,     ,  159,     ,   92
  260,19010816,     ,  154,     ,   86
  260,19010817,     ,  151,     ,   72
  260,19010818,     ,  176,     ,   67
  260,19010819,     ,  184,     ,   68
  260,19010820,     ,  159,     ,   64
  260,19010821,     ,  159,     ,   76
  260,19010822,     ,  157,     ,   80
  260,19010823,     ,  162,     ,   87
  260,19010824,     ,  154,     ,   78
  260,19010825,     ,  157,     ,   73
  260,19010826,     ,  152,     ,   80
  260,19010827,     ,  131,     ,   70
  260,19010828,     ,  127,     ,   73
  260,19010829,     ,  118,     ,   78
  260,19010830,     ,  142,     ,   91
  260,19010831,     ,  151,     ,   99
  260,19010901,     ,  126,     ,   71
  260,19010902,     ,  126,     ,   80
  260,19010903,     ,  134,     ,   71
  260,19010904,     ,  133,     ,   57
  260,19010905,     ,  120,     ,   63
  260,19010906,     ,  117,     ,   67
  260,19010907,     ,  128,     ,   80
  260,19010908,     ,  148,     ,   78
  260,19010909,     ,  168,     ,   88
  260,19010910,     ,  166,     ,   85
  260,19010911,     ,  144,     ,   89
  260,19010912,     ,  145,     ,   85
  260,19010913,     ,  141,     ,   78
  260,19010914,     ,  131,     ,   92
  260,19010915,     ,  129,     ,   96
  260,19010916,     ,  137,     ,   89
  260,19010917,     ,  136,     ,   88
  260,19010918,     ,  129,     ,   74
  260,19010919,     ,  119,     ,   95
  260,19010920,     ,  152,     ,   80
  260,19010921,     ,  182,     ,   74
  260,19010922,     ,  167,     ,   84
  260,19010923,     ,  177,     ,   79
  260,19010924,     ,  165,     ,   94
  260,19010925,     ,  163,     ,   92
  260,19010926,     ,  157,     ,   91
  260,19010927,     ,  134,     ,   82
  260,19010928,     ,  128,     ,   87
  260,19010929,     ,  143,     ,   87
  260,19010930,     ,  147,     ,   93
  260,19011001,     ,  152,     ,   80
  260,19011002,     ,  158,     ,   87
  260,19011003,     ,  147,     ,   89
  260,19011004,     ,  124,     ,   92
  260,19011005,     ,  121,     ,   76
  260,19011006,     ,   94,     ,   85
  260,19011007,     ,   88,     ,   77
  260,19011008,     ,   93,     ,   84
  260,19011009,     ,  111,     ,   75
  260,19011010,     ,   88,     ,   80
  260,19011011,     ,  102,     ,   92
  260,19011012,     ,   94,     ,   80
  260,19011013,     ,   84,     ,   98
  260,19011014,     ,   88,     ,   87
  260,19011015,     ,   91,     ,   89
  260,19011016,     ,  101,     ,   91
  260,19011017,     ,  118,     ,   93
  260,19011018,     ,  128,     ,   78
  260,19011019,     ,  119,     ,   88
  260,19011020,     ,  109,     ,   93
  260,19011021,     ,  102,     ,   98
  260,19011022,     ,   86,     ,   96
  260,19011023,     ,   84,     ,   98
  260,19011024,     ,   82,     ,   88
  260,19011025,     ,   96,     ,   88
  260,19011026,     ,   78,     ,   91
  260,19011027,     ,   66,     ,   95
  260,19011028,     ,   93,     ,   89
  260,19011029,     ,   96,     ,   97
  260,19011030,     ,   88,     ,   72
  260,19011031,     ,   58,     ,   72
  260,19011101,     ,   58,     ,   64
  260,19011102,     ,   56,     ,   64
  260,19011103,     ,   40,     ,   89
  260,19011104,     ,   21,     ,   88
  260,19011105,     ,   15,     ,   85
  260,19011106,     ,   26,     ,   97
  260,19011107,     ,   84,     ,   91
  260,19011108,     ,   88,     ,   81
  260,19011109,     ,   86,     ,   95
  260,19011110,     ,   87,     ,   89
  260,19011111,     ,   92,     ,   98
  260,19011112,     ,   75,     ,   86
  260,19011113,     ,   79,     ,   88
  260,19011114,     ,   53,     ,   86
  260,19011115,     ,   22,     ,   91
  260,19011116,     ,   11,     ,   88
  260,19011117,     ,   28,     ,   85
  260,19011118,     ,   61,     ,   93
  260,19011119,     ,   90,     ,   91
  260,19011120,     ,   97,     ,   92
  260,19011121,     ,   94,     ,   92
  260,19011122,     ,   54,     ,   85
  260,19011123,     ,    7,     ,   83
  260,19011124,     ,   -7,     ,   93
  260,19011125,     ,   37,     ,   91
  260,19011126,     ,   47,     ,   92
  260,19011127,     ,   -1,     ,   96
  260,19011128,     ,   45,     ,   83
  260,19011129,     ,   56,     ,   84
  260,19011130,     ,   73,     ,   87
  260,19011201,     ,   80,     ,   92
  260,19011202,     ,   77,     ,   95
  260,19011203,     ,   68,     ,   86
  260,19011204,     ,   11,     ,   88
  260,19011205,     ,  -29,     ,   94
  260,19011206,     ,   -4,     ,  100
  260,19011207,     ,   67,     ,   99
  260,19011208,     ,   94,     ,   92
  260,19011209,     ,   55,     ,   69
  260,19011210,     ,   43,     ,   75
  260,19011211,     ,   21,     ,   90
  260,19011212,     ,   11,     ,   93
  260,19011213,     ,   45,     ,   85
  260,19011214,     ,   22,     ,   96
  260,19011215,     ,    4,     ,   85
  260,19011216,     ,  -10,     ,   89
  260,19011217,     ,  -36,     ,   91
  260,19011218,     ,   -6,     ,   95
  260,19011219,     ,  -17,     ,   90
  260,19011220,     ,    5,     ,   94
  260,19011221,     ,    5,     ,   98
  260,19011222,     ,    7,     ,   93
  260,19011223,     ,    3,     ,   95
  260,19011224,     ,   18,     ,   96
  260,19011225,     ,   54,     ,   87
  260,19011226,     ,   39,     ,   89
  260,19011227,     ,   29,     ,   93
  260,19011228,     ,   16,     ,   93
  260,19011229,     ,   63,     ,   97
  260,19011230,     ,   83,     ,   96
  260,19011231,     ,  106,     ,   88
  260,19020101,     ,   87,     ,   87
  260,19020102,     ,   89,     ,   83
  260,19020103,     ,   76,     ,   85
  260,19020104,     ,   86,     ,   95
  260,19020105,     ,   58,     ,   82
  260,19020106,     ,   68,     ,   87
  260,19020107,     ,   72,     ,   79
  260,19020108,     ,   55,     ,   81
  260,19020109,     ,   36,     ,   90
  260,19020110,     ,   73,     ,   95
  260,19020111,     ,   51,     ,   93
  260,19020112,     ,   44,     ,   98
  260,19020113,     ,   24,     ,   79
  260,19020114,     ,    1,     ,   88
  260,19020115,     ,   21,     ,   76
  260,19020116,     ,   69,     ,   90
  260,19020117,     ,   65,     ,   95
  260,19020118,     ,   34,     ,   98
  260,19020119,     ,    2,     ,   92
  260,19020120,     ,   62,     ,   87
  260,19020121,     ,   80,     ,   95
  260,19020122,     ,   78,     ,   93
  260,19020123,     ,   79,     ,  100
  260,19020124,     ,   49,     ,   84
  260,19020125,     ,   22,     ,   84
  260,19020126,     ,   -2,     ,   80
  260,19020127,     ,    0,     ,   92
  260,19020128,     ,   33,     ,   89
  260,19020129,     ,   24,     ,   73
  260,19020130,     ,    1,     ,   85
  260,19020131,     ,    6,     ,   80
  260,19020201,     ,  -14,     ,   75
  260,19020202,     ,  -12,     ,   78
  260,19020203,     ,    9,     ,   89
  260,19020204,     ,   -5,     ,   77
  260,19020205,     ,   -5,     ,   94
  260,19020206,     ,   -2,     ,   79
  260,19020207,     ,  -13,     ,   99
  260,19020208,     ,  -17,     ,   99
  260,19020209,     ,    7,     ,   83
  260,19020210,     ,    0,     ,   83
  260,19020211,     ,   -8,     ,   85
  260,19020212,     ,  -28,     ,   95
  260,19020213,     ,  -74,     ,   84
  260,19020214,     ,  -43,     ,   92
  260,19020215,     ,  -52,     ,   77
  260,19020216,     ,  -67,     ,   68
  260,19020217,     ,  -33,     ,   88
  260,19020218,     ,    5,     ,   98
  260,19020219,     ,    5,     ,   94
  260,19020220,     ,   15,     ,   87
  260,19020221,     ,   19,     ,   86
  260,19020222,     ,    9,     ,   83
  260,19020223,     ,   31,     ,   82
  260,19020224,     ,   53,     ,   65
  260,19020225,     ,   16,     ,   75
  260,19020226,     ,    9,     ,   73
  260,19020227,     ,   36,     ,   99
  260,19020228,     ,   72,     ,   89
  260,19020301,     ,   48,     ,   91
  260,19020302,     ,   49,     ,   91
  260,19020303,     ,   47,     ,   96
  260,19020304,     ,   55,     ,   83
  260,19020305,     ,   47,     ,   71
  260,19020306,     ,   50,     ,   73
  260,19020307,     ,   50,     ,   93
  260,19020308,     ,   42,     ,   87
  260,19020309,     ,   57,     ,   75
  260,19020310,     ,   17,     ,   75
  260,19020311,     ,   23,     ,   91
  260,19020312,     ,   30,     ,   79
  260,19020313,     ,   48,     ,   67
  260,19020314,     ,   60,     ,   67
  260,19020315,     ,   62,     ,   80
  260,19020316,     ,   56,     ,   80
  260,19020317,     ,   64,     ,   86
  260,19020318,     ,   80,     ,   84
  260,19020319,     ,   87,     ,   68
  260,19020320,     ,   78,     ,   76
  260,19020321,     ,   62,     ,   85
  260,19020322,     ,   63,     ,   76
  260,19020323,     ,   43,     ,   78
  260,19020324,     ,   49,     ,   80
  260,19020325,     ,   52,     ,   93
  260,19020326,     ,   46,     ,   75
  260,19020327,     ,   52,     ,   94
  260,19020328,     ,   56,     ,   88
  260,19020329,     ,   68,     ,   93
  260,19020330,     ,   46,     ,   75
  260,19020331,     ,   44,     ,   95
  260,19020401,     ,   82,     ,   93
  260,19020402,     ,   57,     ,   75
  260,19020403,     ,   46,     ,   80
  260,19020404,     ,   64,     ,   67
  260,19020405,     ,   68,     ,   79
  260,19020406,     ,   52,     ,   84
  260,19020407,     ,   43,     ,   82
  260,19020408,     ,   36,     ,   79
  260,19020409,     ,   41,     ,   75
  260,19020410,     ,   67,     ,   67
  260,19020411,     ,   64,     ,   88
  260,19020412,     ,  111,     ,   73
  260,19020413,     ,   82,     ,   92
  260,19020414,     ,   86,     ,   91
  260,19020415,     ,  141,     ,   70
  260,19020416,     ,  108,     ,   76
  260,19020417,     ,   70,     ,   94
  260,19020418,     ,   80,     ,   91
  260,19020419,     ,  137,     ,   49
  260,19020420,     ,  130,     ,   80
  260,19020421,     ,  127,     ,   75
  260,19020422,     ,  141,     ,   65
  260,19020423,     ,  112,     ,   85
  260,19020424,     ,  110,     ,   77
  260,19020425,     ,  109,     ,   67
  260,19020426,     ,   91,     ,   80
  260,19020427,     ,   78,     ,   43
  260,19020428,     ,   65,     ,   47
  260,19020429,     ,   68,     ,   66
  260,19020430,     ,   74,     ,   77
  260,19020501,     ,   72,     ,   74
  260,19020502,     ,   90,     ,   63
  260,19020503,     ,   97,     ,   65
  260,19020504,     ,   73,     ,   79
  260,19020505,     ,   66,     ,   81
  260,19020506,     ,   61,     ,   65
  260,19020507,     ,   59,     ,   75
  260,19020508,     ,   71,     ,   80
  260,19020509,     ,   73,     ,   66
  260,19020510,     ,   65,     ,   75
  260,19020511,     ,   66,     ,   74
  260,19020512,     ,   62,     ,   84
  260,19020513,     ,   48,     ,   82
  260,19020514,     ,   40,     ,   88
  260,19020515,     ,   65,     ,   72
  260,19020516,     ,   81,     ,   81
  260,19020517,     ,  105,     ,   75
  260,19020518,     ,   83,     ,   86
  260,19020519,     ,   73,     ,   85
  260,19020520,     ,   86,     ,   85
  260,19020521,     ,   85,     ,   80
  260,19020522,     ,   87,     ,   73
  260,19020523,     ,  101,     ,   82
  260,19020524,     ,  133,     ,   92
  260,19020525,     ,  118,     ,   76
  260,19020526,     ,  111,     ,   70
  260,19020527,     ,  129,     ,   75
  260,19020528,     ,  152,     ,   61
  260,19020529,     ,  135,     ,   76
  260,19020530,     ,  179,     ,   70
  260,19020531,     ,  197,     ,   62
  260,19020601,     ,  212,     ,   71
  260,19020602,     ,  164,     ,   80
  260,19020603,     ,  225,     ,   58
  260,19020604,     ,  181,     ,   76
  260,19020605,     ,  145,     ,   76
  260,19020606,     ,  127,     ,   78
  260,19020607,     ,  124,     ,   68
  260,19020608,     ,  105,     ,   88
  260,19020609,     ,  111,     ,   75
  260,19020610,     ,  101,     ,   70
  260,19020611,     ,  104,     ,   65
  260,19020612,     ,  135,     ,   61
  260,19020613,     ,  137,     ,   74
  260,19020614,     ,  116,     ,   76
  260,19020615,     ,  111,     ,   82
  260,19020616,     ,  112,     ,   78
  260,19020617,     ,  124,     ,   81
  260,19020618,     ,  140,     ,   79
  260,19020619,     ,  156,     ,   65
  260,19020620,     ,  166,     ,   55
  260,19020621,     ,  143,     ,   79
  260,19020622,     ,  156,     ,   77
  260,19020623,     ,  159,     ,   81
  260,19020624,     ,  165,     ,   71
  260,19020625,     ,  170,     ,   61
  260,19020626,     ,  182,     ,   42
  260,19020627,     ,  195,     ,   42
  260,19020628,     ,  225,     ,   44
  260,19020629,     ,  214,     ,   68
  260,19020630,     ,  197,     ,   65
  260,19020701,     ,  166,     ,   88
  260,19020702,     ,  132,     ,   66
  260,19020703,     ,  132,     ,   67
  260,19020704,     ,  156,     ,   67
  260,19020705,     ,  159,     ,   84
  260,19020706,     ,  154,     ,   71
  260,19020707,     ,  174,     ,   72
  260,19020708,     ,  176,     ,   74
  260,19020709,     ,  175,     ,   88
  260,19020710,     ,  144,     ,   75
  260,19020711,     ,  127,     ,   80
  260,19020712,     ,  140,     ,   63
  260,19020713,     ,  164,     ,   65
  260,19020714,     ,  185,     ,   64
  260,19020715,     ,  197,     ,   64
  260,19020716,     ,  181,     ,   69
  260,19020717,     ,  153,     ,   72
  260,19020718,     ,  149,     ,   72
  260,19020719,     ,  143,     ,   68
  260,19020720,     ,  133,     ,   67
  260,19020721,     ,  132,     ,   78
  260,19020722,     ,  131,     ,   72
  260,19020723,     ,  128,     ,   84
  260,19020724,     ,  136,     ,   78
  260,19020725,     ,  146,     ,   84
  260,19020726,     ,  171,     ,   81
  260,19020727,     ,  154,     ,   76
  260,19020728,     ,  144,     ,   66
  260,19020729,     ,  156,     ,   74
  260,19020730,     ,  153,     ,   67
  260,19020731,     ,  132,     ,   80
  260,19020801,     ,  128,     ,   70
  260,19020802,     ,  135,     ,   75
  260,19020803,     ,  134,     ,   84
  260,19020804,     ,  144,     ,   76
  260,19020805,     ,  150,     ,   82
  260,19020806,     ,  150,     ,   90
  260,19020807,     ,  170,     ,   78
  260,19020808,     ,  153,     ,   82
  260,19020809,     ,  133,     ,   73
  260,19020810,     ,  126,     ,   83
  260,19020811,     ,  113,     ,   74
  260,19020812,     ,  119,     ,   92
  260,19020813,     ,  124,     ,   78
  260,19020814,     ,  131,     ,   80
  260,19020815,     ,  136,     ,   75
  260,19020816,     ,  157,     ,   85
  260,19020817,     ,  147,     ,   92
  260,19020818,     ,  169,     ,   81
  260,19020819,     ,  174,     ,   80
  260,19020820,     ,  151,     ,   83
  260,19020821,     ,  139,     ,   76
  260,19020822,     ,  132,     ,   80
  260,19020823,     ,  157,     ,   74
  260,19020824,     ,  158,     ,   93
  260,19020825,     ,  157,     ,   75
  260,19020826,     ,  145,     ,   78
  260,19020827,     ,  139,     ,   91
  260,19020828,     ,  148,     ,   83
  260,19020829,     ,  182,     ,   66
  260,19020830,     ,  165,     ,   81
  260,19020831,     ,  154,     ,   90
  260,19020901,     ,  174,     ,   89
  260,19020902,     ,  189,     ,   78
  260,19020903,     ,  184,     ,   74
  260,19020904,     ,  163,     ,   74
  260,19020905,     ,  148,     ,   94
  260,19020906,     ,  147,     ,   78
  260,19020907,     ,  139,     ,   83
  260,19020908,     ,  145,     ,   82
  260,19020909,     ,  151,     ,   75
  260,19020910,     ,  151,     ,   80
  260,19020911,     ,  126,     ,   90
  260,19020912,     ,  115,     ,   93
  260,19020913,     ,  105,     ,   68
  260,19020914,     ,  115,     ,   86
  260,19020915,     ,  124,     ,   85
  260,19020916,     ,  130,     ,   86
  260,19020917,     ,  112,     ,   75
  260,19020918,     ,  101,     ,   82
  260,19020919,     ,   98,     ,   85
  260,19020920,     ,   97,     ,   78
  260,19020921,     ,  114,     ,   80
  260,19020922,     ,  128,     ,   73
  260,19020923,     ,  126,     ,   63
  260,19020924,     ,  123,     ,   97
  260,19020925,     ,  126,     ,   95
  260,19020926,     ,  112,     ,   92
  260,19020927,     ,  119,     ,   89
  260,19020928,     ,  116,     ,   74
  260,19020929,     ,   81,     ,   81
  260,19020930,     ,  103,     ,   73
  260,19021001,     ,   97,     ,   75
  260,19021002,     ,   64,     ,   71
  260,19021003,     ,   30,     ,   74
  260,19021004,     ,   41,     ,   82
  260,19021005,     ,   61,     ,   80
  260,19021006,     ,   87,     ,   89
  260,19021007,     ,   83,     ,   96
  260,19021008,     ,   85,     ,   91
  260,19021009,     ,   98,     ,   81
  260,19021010,     ,  132,     ,   82
  260,19021011,     ,  131,     ,   86
  260,19021012,     ,  102,     ,   84
  260,19021013,     ,   97,     ,   86
  260,19021014,     ,  105,     ,   91
  260,19021015,     ,  110,     ,   89
  260,19021016,     ,  108,     ,   75
  260,19021017,     ,   87,     ,   86
  260,19021018,     ,   82,     ,   92
  260,19021019,     ,   71,     ,   90
  260,19021020,     ,  101,     ,   94
  260,19021021,     ,  100,     ,   80
  260,19021022,     ,   78,     ,   92
  260,19021023,     ,   75,     ,   88
  260,19021024,     ,   95,     ,   88
  260,19021025,     ,  104,     ,   91
  260,19021026,     ,   96,     ,   84
  260,19021027,     ,   90,     ,   94
  260,19021028,     ,   55,     ,   85
  260,19021029,     ,   46,     ,  100
  260,19021030,     ,   66,     ,   96
  260,19021031,     ,   69,     ,   88
  260,19021101,     ,   92,     ,   97
  260,19021102,     ,   82,     ,   77
  260,19021103,     ,   64,     ,   84
  260,19021104,     ,   55,     ,   80
  260,19021105,     ,   64,     ,   80
  260,19021106,     ,   88,     ,   76
  260,19021107,     ,   98,     ,   77
  260,19021108,     ,   93,     ,   81
  260,19021109,     ,   86,     ,   82
  260,19021110,     ,   82,     ,   93
  260,19021111,     ,   75,     ,   80
  260,19021112,     ,   90,     ,   89
  260,19021113,     ,   84,     ,   92
  260,19021114,     ,   56,     ,  100
  260,19021115,     ,   34,     ,   88
  260,19021116,     ,   23,     ,   81
  260,19021117,     ,  -19,     ,   74
  260,19021118,     ,  -42,     ,   63
  260,19021119,     ,  -60,     ,   67
  260,19021120,     ,  -57,     ,   86
  260,19021121,     ,  -47,     ,   81
  260,19021122,     ,  -44,     ,   82
  260,19021123,     ,  -27,     ,   89
